model_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
XGBRegressor,10,42041,4205,4204,0.3,5.033181127537219,4.281636536631779,5.6374881065651765,0.4189637254585021,5.033181127537219,4.281636536631779,5.6374881065651765,0.4189637254585021,4,4,0,0.1666666666666666,1.3094530340986394,0.0030386545903174,4.770794954599137,0.8774154320910881,6.592845939987058,0.1328213137202407,26.982833192562424,4.982706444053106,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1653945526611371,0,0,0.0
XGBRegressor,15,42046,2804,2803,0.2494438257849294,4.973133533818209,3.8530146271851584,5.993578308954692,0.5415683219862939,4.973133533818209,3.8530146271851584,5.993578308954692,0.5415683219862939,4,4,0,0.1666666666666666,1.3649265364645422,0.0058390603139693,4.860202077790282,0.8907275768379098,6.882496637881818,0.7036319277295564,28.132687061932018,4.98475833080863,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1558570494658551,0,0,0.0
XGBRegressor,20,42041,2103,2102,0.2179449471770336,5.059354064896644,4.329210275927688,6.232159847764034,0.5062923362292848,5.059354064896644,4.329210275927688,6.232159847764034,0.5062923362292848,3,3,0,0.1666666666666666,1.2826255356645242,0.0009611596787829,4.748084684610993,1.0545960539590076,6.723459630835672,0.2125321141409011,28.808910267508548,5.709403880300692,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1521782063809007,0,0,0.0
LASSO,5,14016,2804,2803,0.3999999999999999,4.937205551622649,4.6378879771673205,5.137352836246879,0.1933349128665613,4.937205551622649,4.6378879771673205,5.137352836246879,0.1933349128665613,10,10,0,0.5,0.7540798363567672,4.435234891376043e-06,3.5555101910024405,0.5465454096839811,4.842001857351077,0.3076584831340132,19.89353871131692,2.784024450566526,0.0,0,0,0,9.0,9,9,0.0,9.0,9,9,0.0,10.0,10,10,0.0,3.0,3,3,0.0,1.0,1,1,0.0,5.0,5,5,0.0,0.2140802582140891,2804,48,0.0
HUBERREGRESSOR,10,14011,1402,1401,0.3,4.967498251198196,3.783012134189864,5.995717344753747,0.7101351939383448,4.967498251198196,3.783012134189864,5.995717344753747,0.7101351939383448,9,9,0,0.5,0.956447096318999,3.851550153559367e-05,3.753825024200651,0.5047587251036293,6.313830680554158,0.179623546144271,20.66733446765108,1.999035817990568,0.0,0,0,0,7.9,7,8,0.3,8.1,8,9,0.3,9.0,9,9,0.0,3.0,3,3,0.0,1.0,1,1,0.0,4.0,4,4,0.0,0.2009833246753517,1401,48,0.0
LinearSVR,15,14011,935,934,0.2494438257849293,4.938962620282686,3.640256959314775,6.9593147751606,0.8652059524498747,4.938962620282686,3.640256959314775,6.9593147751606,0.8652059524498747,5,5,0,0.5,1.8180936281851623,2.079105094651111e-07,4.088303689337409,0.5687501692222834,10.65058801894405,0.7624693243170171,23.920115908579067,2.260015170196025,0.0,0,0,0,4.0,4,4,0.0,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1881781233308563,0,0,0.0
LASSO,5,7006,1402,1401,0.4000000000000001,5.081371467904014,4.211277658815132,5.496074232690935,0.4744562498199602,5.081371467904014,4.211277658815132,5.496074232690935,0.4744562498199602,9,9,0,1.0,0.583778276386777,6.005241428213531e-05,3.3070684499764327,0.3867957288965831,4.005918983144168,0.2027190986304452,21.652975841425512,2.5783394350107645,0.0,0,0,0,7.2,6,8,0.9797958971132712,8.0,8,8,0.0,9.0,9,9,0.0,2.0,2,2,0.0,0.0,0,0,0.0,5.0,5,5,0.0,0.3367426659781938,1402,24,0.6730116670092565
LASSO,5,5760,1152,1152,0.0,4.84375,4.253472222222222,5.642361111111112,0.5132550520518919,4.84375,4.253472222222222,5.642361111111112,0.5132550520518919,4,4,0,1.0,1.1206381472217657,0.0002369736122879,2.93464057112662,0.3726348941763843,5.687446875471626,0.2294682650466306,13.491426832650188,1.4784906581697463,0.0,0,0,0,2.4,1,4,1.2000000000000002,3.4,3,4,0.4898979485566356,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3754704166909957,0,0,0.6730116670092565
HUBERREGRESSOR,5,6911,1383,1382,0.4,5.035478358776669,4.630969609261939,5.716353111432706,0.3653283187400278,5.035478358776669,4.630969609261939,5.716353111432706,0.3653283187400278,3,3,0,0.1666666666666666,0.1140030607893532,0.0286802413250486,0.2612388978661539,0.0472771683061379,0.9490733356235256,0.350969680541866,1.1789166344618802,0.1829131916428034,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2794296411016247,0,0,0.0
HUBERREGRESSOR,5,7006,1402,1401,0.4000000000000001,4.995759091987484,4.282655246252676,5.710206995003569,0.5111137448364492,4.995759091987484,4.282655246252676,5.710206995003569,0.5111137448364492,4,4,0,1.0,1.3055114512088315,1.3565124076985307e-05,3.534008901321654,0.6091766479901973,7.342476934598109,0.4578536390011849,18.974770613737643,3.2881359746829406,0.0,0,0,0,2.2,1,3,0.9797958971132712,3.0,3,3,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3226939927676496,0,0,0.6730116670092565
HUBERREGRESSOR,5,10366,2074,2073,0.3999999999999999,4.948832419020134,4.534491075735649,5.351976856316297,0.3187467066594919,4.948832419020134,4.534491075735649,5.351976856316297,0.3187467066594919,5,5,0,0.1666666666666666,0.241064611749004,0.0206060769719767,0.5750330942456715,0.0958135136278297,0.8599168503440368,0.4379317576524739,1.2117410518562313,0.084503677228578,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.2450011591578413,0,0,0.0
QUANTILEREGRESSOR,10,10361,1037,1036,0.3,4.95124412192879,4.054054054054054,5.984555984555985,0.516141795942412,4.95124412192879,4.054054054054054,5.984555984555985,0.516141795942412,4,4,0,0.1666666666666666,0.2538606187056922,0.034871990259665,0.705126573325933,0.1103533234503974,0.888757517277352,0.3148420656237944,1.51653525509556,0.113024365310932,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2303354303990959,0,0,0.0
XGBRegressor,5,17280,3456,3456,0.0,5.052083333333334,4.57175925925926,5.555555555555555,0.3990958252214505,5.052083333333334,4.57175925925926,5.555555555555555,0.3990958252214505,5,5,0,0.1666666666666666,1.1093897631100764,0.0003407127285362,4.360140139126527,0.9245910806257336,5.480426479150864,0.5114143916287,22.82292933688239,4.638348021768839,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1971378567991216,0,0,0.0
XGBRegressor,10,17280,1728,1728,0.0,5.081018518518518,4.282407407407407,6.30787037037037,0.5745219280551321,5.081018518518518,4.282407407407407,6.30787037037037,0.5745219280551321,6,6,0,0.1666666666666666,1.1548055275134004,7.894013418437608e-05,4.614956193926931,0.9714697806321764,6.120853507701855,0.0576621730434698,25.53151461613792,4.918371318446251,0.0,0,0,0,5.2,5,6,0.3999999999999999,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1821088177930963,0,0,0.0
XGBRegressor,15,17280,1152,1152,0.0,5.05787037037037,4.166666666666666,5.815972222222222,0.4874183261399436,5.05787037037037,4.166666666666666,5.815972222222222,0.4874183261399436,6,6,0,0.1666666666666666,1.1915168053499632,7.976463708934905e-05,4.720525636377587,0.9685253639745832,6.401081531955611,0.0072469303062638,27.27083618944684,5.280141250524936,0.0,0,0,0,5.133333333333334,5,6,0.339934634239519,5.066666666666666,5,6,0.2494438257849294,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1780801762438827,0,0,0.0
XGBRegressor,20,17280,864,864,0.0,5.011574074074074,3.587962962962963,6.13425925925926,0.744798636259082,5.011574074074074,3.587962962962963,6.13425925925926,0.744798636259082,3,3,0,0.1666666666666666,1.1294249262136609,0.0004980502624352,4.740105139462884,1.171361653588347,6.441621155282445,0.2299422903016497,26.75662670469045,5.950348780197414,0.0,0,0,0,2.9,1,3,0.4358898943540674,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1673435879217511,0,0,0.1985152433458726
XGBRegressor,5,38016,7604,7603,0.3999999999999999,5.087329519072561,4.879652768643957,5.326844666578983,0.1784275781400423,5.087329519072561,4.879652768643957,5.326844666578983,0.1784275781400423,4,4,0,0.1666666666666666,1.3781441006035997,0.0004861266816008,4.2980466484255295,0.736540694176858,6.141041697817348,0.5627962632560166,22.086371174623466,3.8614916334559326,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1475801928599813,0,0,0.0
XGBRegressor,10,38011,3802,3801,0.3,5.032749763656149,4.551433833201789,5.498553012365167,0.2666831179201742,5.032749763656149,4.551433833201789,5.498553012365167,0.2666831179201742,4,4,0,0.1666666666666666,1.4966628977917225,0.0062361411781356,4.498316509353141,0.8193395045969424,7.235583566588888,1.208843414568234,23.261717216371668,4.1664741685151325,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.143490499940815,0,0,0.0
XGBRegressor,15,38011,2535,2534,0.2494438257849294,4.906457192050053,4.3409629044988165,5.562130177514793,0.3857837308614237,4.906457192050053,4.3409629044988165,5.562130177514793,0.3857837308614237,3,3,0,0.1666666666666666,1.365068542889135,0.0329353297911301,4.568321956129175,0.9526189913928008,6.617500982898353,1.1917607796354308,24.8902569420056,5.162484794996604,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1383911581265109,0,0,0.0
XGBRegressor,20,38001,1901,1900,0.2179449471770337,5.026162130734517,3.842105263157895,5.83903208837454,0.4169525935126664,5.026162130734517,3.842105263157895,5.83903208837454,0.4169525935126664,5,5,0,0.1666666666666666,1.679429571504682,0.0001772247924666,4.638371895063434,0.78564957534016,8.460451750939686,0.6876670827622378,25.708025543778334,4.093458662641483,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1325291074117319,0,0,0.0
XGBRegressor,5,10366,2074,2073,0.3999999999999999,5.016418562395421,4.821600771456123,5.402797877472263,0.2307305741424826,5.016418562395421,4.821600771456123,5.402797877472263,0.2307305741424826,3,3,0,0.5,1.4364311887706565,0.0,4.267400707326956,0.9369663594499134,6.980142053716486,0.5523189004238742,20.759343324828045,4.81732677710704,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2798477513946655,0,0,0.0
XGBRegressor,10,10361,1037,1036,0.3,5.154011981398673,4.435872709739633,5.8880308880308885,0.3849624641810206,5.154011981398673,4.435872709739633,5.8880308880308885,0.3849624641810206,2,2,0,0.5,1.2130511243818891,0.0126571304656476,4.251278251263006,1.2291334406557926,6.486699076406427,1.1844883278205316,20.202248193844547,5.773614978229221,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2583709671517786,0,0,0.0
LinearSVR,5,6911,1383,1382,0.4,5.0065034065712135,4.196816208393632,5.716353111432706,0.487251171907882,5.0065034065712135,4.196816208393632,5.716353111432706,0.487251171907882,4,4,0,0.1666666666666666,0.8113059623463161,0.0225932002608511,3.635070007705715,0.684294406931499,4.667138984547626,0.4930723832504684,21.65494298072037,3.922447924161656,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.194141377868252,0,0,0.0
XGBRegressor,5,24191,4839,4838,0.3999999999999999,5.101064530037527,4.857379082265399,5.291442744935924,0.1595846202048683,5.101064530037527,4.857379082265399,5.291442744935924,0.1595846202048683,4,4,0,0.1666666666666666,1.5792814369837382,0.0170466789171705,4.2772228832095145,0.950838483456395,7.810053081375555,1.1981175700739433,23.262400165063923,4.944087746748476,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1695071966074256,0,0,0.0
XGBRegressor,10,24191,2420,2419,0.3,5.055584405823047,4.299297230260438,5.746176105828855,0.4222209200531036,5.055584405823047,4.299297230260438,5.746176105828855,0.4222209200531036,3,3,0,0.1666666666666666,1.5486673236134247,0.0141902557855401,4.502271089874558,1.2108037707698809,8.418688567337247,0.2044249814870733,25.30612468013724,6.217464762872778,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1611619519709121,0,0,0.0
XGBRegressor,15,24181,1613,1612,0.2494438257849294,5.111439467478105,4.156327543424317,5.707196029776675,0.4845349988097582,5.111439467478105,4.156327543424317,5.707196029776675,0.4845349988097582,2,2,0,0.1666666666666666,1.1946375284480082,0.0019947357019709,4.734852530643945,1.5109803897240477,7.051906611825859,0.826582402312233,27.552054206369096,7.792527390969443,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1525252443499335,0,0,0.0
XGBRegressor,20,24181,1210,1209,0.2179449471770337,5.045276815071537,3.639371381306865,6.20347394540943,0.6066292164393977,5.045276815071537,3.639371381306865,6.20347394540943,0.6066292164393977,3,3,0,0.1666666666666666,1.6753798349562898,0.0317228365664955,5.064333247920247,1.2538369437033945,9.57602801583637,0.9293476713560094,32.57368637143891,6.664550938785685,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1510601853358797,0,0,0.0
LinearSVR,5,4606,922,921,0.4000000000000001,4.798024405237163,3.1487513572204127,6.297502714440825,1.0075122257197546,4.798024405237163,3.1487513572204127,6.297502714440825,1.0075122257197546,2,2,0,0.5,0.2403801635472236,0.0021706766178108,0.7615276262357852,0.215956515016951,1.1838946249850806,0.5364679775818706,1.662225006039713,0.126153724075926,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4892504979307757,0,0,0.0
HUBERREGRESSOR,5,24191,4839,4838,0.3999999999999999,5.006003567028641,4.671351798263745,5.436130632492766,0.270429038234157,5.006003567028641,4.671351798263745,5.436130632492766,0.270429038234157,5,5,0,0.1666666666666666,0.8161885353009579,0.0172579844520146,1.9230367869916496,0.2456783560117822,3.898894808819873,1.1981175700739433,8.19332850649615,0.9266751847936128,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1550451515012762,0,0,0.0
LinearSVR,10,24191,2420,2419,0.3,4.964678731393001,4.421487603305785,5.704836709384043,0.4588598871714193,4.964678731393001,4.421487603305785,5.704836709384043,0.4588598871714193,6,6,0,0.1666666666666666,0.9300904677914676,4.8566892565963816e-05,4.7244322244565895,0.4865337312662618,4.932394129841134,0.9817546475175972,26.41976175463642,2.440593841870575,0.0,0,0,0,5.2,5,6,0.3999999999999999,5.1,5,6,0.3,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1489538727103427,0,0,0.0
HUBERREGRESSOR,15,24181,1613,1612,0.2494438257849294,5.086651211183739,4.3424317617866,5.769230769230769,0.4537392051657053,5.086651211183739,4.3424317617866,5.769230769230769,0.4537392051657053,5,5,0,0.1666666666666666,1.04350122920503,0.0232165015990637,2.462774326154397,0.3371994747280258,5.504386019106391,1.2214405556307997,11.826980165715238,1.2171696702168116,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1388622300647051,0,0,0.0
HUBERREGRESSOR,20,24181,1210,1209,0.2179449471770337,5.049415882260457,3.80479735318445,6.368899917287014,0.6069282376722083,5.049415882260457,3.80479735318445,6.368899917287014,0.6069282376722083,6,6,0,0.1666666666666666,1.0721359265464625,0.0364622755882768,2.4214632660035,0.3024655914873538,5.443568517954739,1.1962295915708188,11.32313789182752,1.0590503509343097,0.0,0,0,0,6.0,6,6,0.0,6.0,6,6,0.0,6.0,6,6,0.0,5.0,5,5,0.0,3.0,3,3,0.0,0.0,0,0,0.0,0.139744901707162,0,0,0.0
LASSO,5,11520,2304,2304,0.0,4.991319444444445,4.644097222222222,5.121527777777778,0.1757678535704564,4.991319444444445,4.644097222222222,5.121527777777778,0.1757678535704564,5,5,0,0.5,1.3153781183123765,2.3525975689767128e-05,3.042428877273158,0.4655601031997745,6.62985664549147,0.1984659375255204,14.546887921153214,1.8570743549476925,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2581736563388431,0,0,0.0
LASSO,10,11520,1152,1152,0.0,4.947916666666666,3.732638888888889,5.902777777777778,0.7221053591349105,4.947916666666666,3.732638888888889,5.902777777777778,0.7221053591349105,8,8,0,0.5,0.66017851700788,2.5729837011868104e-06,3.285114631640256,0.3534153383866208,4.372833202777887,0.3992202419577921,16.819361212483617,1.391028519069773,0.0,0,0,0,6.6,5,8,0.8,7.1,7,8,0.3,8.0,8,8,0.0,2.0,2,2,0.0,0.0,0,0,0.0,4.0,4,4,0.0,0.2416521365412082,1151,47,0.0
QUANTILEREGRESSOR,5,17280,3456,3456,0.0,4.94212962962963,3.96412037037037,5.613425925925926,0.5984479060553245,4.94212962962963,3.96412037037037,5.613425925925926,0.5984479060553245,5,5,0,0.1666666666666666,0.4347512419502338,0.0004518013522812,0.9157439502255628,0.1317037110612333,1.2194221047233218,0.0109634623467744,2.7625700984042787,0.1721289515264312,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.2134721495203712,0,0,0.0
LinearSVR,10,17280,1728,1728,0.0,5.046296296296296,3.7037037037037033,5.787037037037037,0.661243373013227,5.046296296296296,3.7037037037037033,5.787037037037037,0.661243373013227,5,5,0,0.1666666666666666,0.4602076741410947,0.0008839574272259,1.1664046531610943,0.1616921667393763,1.3872909528563726,0.0363566766857945,3.9304551736197455,0.3360879807779637,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1970927661427467,0,0,0.0
HUBERREGRESSOR,15,17280,1152,1152,0.0,4.994212962962963,3.5590277777777777,5.815972222222222,0.6145168496508464,4.994212962962963,3.5590277777777777,5.815972222222222,0.6145168496508464,4,4,0,0.1666666666666666,0.4290393024802272,0.0015911016537925,1.211016969547073,0.1722470369947891,1.3711337216464512,0.1126153101129383,4.05864614822214,0.3950786499030554,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1993960389883103,0,0,0.0
HUBERREGRESSOR,20,17280,864,864,0.0,5.115740740740741,3.8194444444444446,6.481481481481481,0.7371149688930861,5.115740740740741,3.8194444444444446,6.481481481481481,0.7371149688930861,4,4,0,0.1666666666666666,0.4305534157455215,0.0012577054369424,1.3056367188852391,0.1914531392699681,1.333488470584494,0.0005369615558374,4.186510827598681,0.3856506697816218,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1799133547586783,0,0,0.0
LASSO,5,8061,1613,1612,0.4000000000000001,4.925027575268561,4.277743335399876,5.272952853598015,0.3398815774842466,4.925027575268561,4.277743335399876,5.272952853598015,0.3398815774842466,5,5,0,0.5,0.6676110804981625,0.0015783916881756,1.905824893264284,0.3153758370152257,3.1971191638659904,0.7248054941198401,7.589977888006072,0.9171328800811692,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.0,4,4,0.0,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3686042824945449,0,0,0.0
LinearSVR,10,8061,807,806,0.3,4.875392425458381,3.970223325062035,6.451612903225806,0.66173905425463,4.875392425458381,3.970223325062035,6.451612903225806,0.66173905425463,5,5,0,0.5,0.8902198018584476,1.304056057907568e-05,2.831582891254881,0.3635976148938781,4.2617664146427945,0.0219916903855659,13.876668176731563,1.6705991598968426,0.0,0,0,0,4.1,4,5,0.3,4.1,4,5,0.3,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3550517462901751,0,0,0.0
LASSO,5,31101,6221,6220,0.3999999999999999,5.05129498622806,4.725928307346086,5.353697749196142,0.2387566511400764,5.05129498622806,4.725928307346086,5.353697749196142,0.2387566511400764,5,5,0,0.1666666666666666,1.0323139871751696,0.0060150123380208,2.554601437023379,0.4245036295929731,5.440200732101297,1.1300164602458498,12.308166673235078,2.148089875710681,0.0,0,0,0,4.0,4,4,0.0,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1102452538263695,0,0,0.0
LASSO,10,31101,3111,3110,0.3,4.990198662354616,4.405144694533762,5.723472668810289,0.3882699617745296,4.990198662354616,4.405144694533762,5.723472668810289,0.3882699617745296,8,8,0,0.1666666666666666,0.7766197046225004,1.5917092182331836e-05,2.94443417945746,0.4181721305229677,4.89535526629858,1.1211078282467082,14.755642402516456,1.4842210137979122,0.0,0,0,0,7.1,7,8,0.3,7.0,7,7,0.0,8.0,8,8,0.0,3.0,3,3,0.0,1.0,1,1,0.0,3.0,3,3,0.0,0.1020070595564712,3109,141,0.0
LinearSVR,15,31096,2074,2073,0.2494438257849294,4.945979309060501,4.293294741919923,5.547515677761698,0.3614347311594676,4.945979309060501,4.293294741919923,5.547515677761698,0.3614347311594676,7,7,0,0.1666666666666666,1.216815294900265,2.321712252886863e-06,2.9334204465151315,0.4306892189428213,6.726578926407138,0.3719994941448812,15.884975637185152,1.6971454148352894,0.0,0,0,0,6.133333333333334,6,7,0.339934634239519,6.066666666666666,6,7,0.2494438257849293,7.0,7,7,0.0,4.0,4,4,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.1008574284662701,2073,2073,0.0
LinearSVR,20,31101,1556,1555,0.2179449471770337,4.964471106555683,3.9871382636655945,6.816720257234726,0.6604132340250602,4.964471106555683,3.9871382636655945,6.816720257234726,0.6604132340250602,9,9,0,0.1666666666666666,0.7249091458181762,5.9502993601923065e-12,3.117477364948289,0.3978802979113531,4.562416338115304,0.1945676072184348,17.357186017403393,1.6016711046514265,0.0,0,0,0,8.0,7,9,0.3162277660168379,7.95,7,9,0.4974937185533099,8.95,8,9,0.2179449471770336,3.0,3,3,0.0,1.0,1,1,0.0,4.0,4,4,0.0,0.0916869666672894,1555,141,0.0
LinearSVR,5,10366,2074,2073,0.3999999999999999,4.939189217477221,4.293294741919923,5.303760848601736,0.3413732269321656,4.939189217477221,4.293294741919923,5.303760848601736,0.3413732269321656,4,4,0,0.1666666666666666,0.2392893019973017,0.0220796718279542,0.539171395915631,0.0864051750002166,0.7576005139085298,0.2975109802935116,1.2117410518562313,0.1182192428544473,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2475587474793529,0,0,0.0
QUANTILEREGRESSOR,10,10361,1037,1036,0.3,4.999478745862545,4.343629343629344,5.598455598455598,0.3993258623612666,4.999478745862545,4.343629343629344,5.598455598455598,0.3993258623612666,3,3,0,0.1666666666666666,0.2396727830855053,0.0359504973131891,0.7034759608579713,0.11487775855466,0.8335401324692076,0.1250848121554169,1.677997362140056,0.1630471009116335,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2327193102744092,0,0,0.0
LASSO,5,10366,2074,2073,0.3999999999999999,4.93926364643269,4.532304725168756,5.258080077182827,0.2711399298099588,4.93926364643269,4.532304725168756,5.258080077182827,0.2711399298099588,5,5,0,0.5,1.0589589684638283,3.4121053533150003e-06,2.567418380867719,0.4165662697714067,5.458283127628881,1.1254584601872732,11.872163156229211,2.084569768691641,0.0,0,0,0,4.0,4,4,0.0,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3009351704141777,0,0,0.0
