model_name,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
LASSO,10,10361,1037,1036,0.3,4.903083962871812,3.957528957528957,5.501930501930502,0.4886823620450385,4.903083962871812,3.957528957528957,5.501930501930502,0.4886823620450385,9,9,0,0.5,0.6817925818055527,8.009737961730763e-06,3.1236482246523445,0.4693654292496444,4.590330071353638,1.192072216624484,14.289591361314589,1.4614361262794076,0.0,0,0,0,8.0,7,9,0.4472135954999579,8.0,8,8,0.0,8.8,8,9,0.4,3.0,3,3,0.0,1.0,1,1,0.0,4.0,4,4,0.0,0.2848725385376676,1036,47,0.0
XGBRegressor,5,20736,4148,4147,0.3999999999999999,4.986499052771125,4.38871473354232,5.425608873884736,0.3506019448283159,4.986499052771125,4.38871473354232,5.425608873884736,0.3506019448283159,3,3,0,0.1666666666666666,1.260922104399101,0.0057023736433558,4.463733064167959,1.213688102608909,7.255230520973173,1.196009342160288,23.77346285651624,6.297474278363386,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2202280860070455,0,0,0.0
XGBRegressor,10,20731,2074,2073,0.3,4.99251523816568,4.100337674867342,5.933429811866859,0.5432309606361206,4.99251523816568,4.100337674867342,5.933429811866859,0.5432309606361206,3,3,0,0.1666666666666666,0.8546274848440417,9.524858567542467e-06,4.585037422927504,1.1000315981087263,4.338271057185798,0.2720262556818191,25.41258872652165,6.060124938164826,0.0,0,0,0,2.4,2,3,0.4898979485566356,2.3,2,3,0.458257569495584,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1990578644602368,0,0,0.0
XGBRegressor,15,20731,1383,1382,0.2494438257849294,4.939460243414713,3.690303907380608,5.933429811866859,0.560135314608779,4.939460243414713,3.690303907380608,5.933429811866859,0.560135314608779,3,3,0,0.1666666666666666,1.4123368292630272,0.0443501665391025,4.5817362176498255,1.2345156848842709,7.945865477588328,1.1784039082422475,25.05527376804832,6.146635948638772,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1926141681435391,0,0,0.0
XGBRegressor,20,20721,1037,1036,0.2179449471770337,5.023879955172144,3.861003861003861,6.274131274131274,0.7416587590284183,5.023879955172144,3.861003861003861,6.274131274131274,0.7416587590284183,2,2,0,0.1666666666666666,1.0642465129765557,0.0019374122915643,4.756516047772973,1.5240657942474167,6.36645591533257,1.2190803388162892,29.03097065728604,7.954769486066345,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1818807340744014,0,0,0.0
XGBRegressor,5,17280,3456,3456,0.0,4.988425925925926,4.658564814814815,5.179398148148148,0.2162215473642291,4.988425925925926,4.658564814814815,5.179398148148148,0.2162215473642291,3,3,0,0.1666666666666666,0.8600557177636141,0.0004518013522812,4.377092093880323,0.8993157731788005,3.624928916236967,0.1571032906418863,22.270782097586103,4.5324707713711,0.0,0,0,0,2.8,2,3,0.3999999999999999,2.6,2,3,0.4898979485566356,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2379048837945695,0,0,0.0
XGBRegressor,10,17280,1728,1728,0.0,4.88425925925926,4.282407407407407,5.671296296296297,0.4182710879535337,4.88425925925926,4.282407407407407,5.671296296296297,0.4182710879535337,5,5,0,0.1666666666666666,1.1077227019732951,1.090737101829008e-08,4.731919571693892,0.9858281191499464,6.098434776864054,0.4910095285122833,27.16419223993968,5.578834245624529,0.0,0,0,0,4.4,4,5,0.4898979485566356,4.4,4,5,0.4898979485566356,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2235387509867979,0,0,0.0
XGBRegressor,15,17280,1152,1152,0.0,4.988425925925926,4.166666666666666,5.815972222222222,0.5274146939844652,4.988425925925926,4.166666666666666,5.815972222222222,0.5274146939844652,6,6,0,0.1666666666666666,1.2085395068656148,1.1900789121778708e-06,4.851355894489747,0.8342762095532249,6.33435069256037,0.5905533558415041,28.58776985385124,4.985653630592863,0.0,0,0,0,5.466666666666667,5,6,0.498887651569859,5.333333333333333,5,6,0.4714045207910317,6.0,6,6,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.224820361080849,0,0,0.0
XGBRegressor,20,17280,864,864,0.0,4.936342592592593,3.8194444444444446,5.902777777777778,0.6061489670172255,4.936342592592593,3.8194444444444446,5.902777777777778,0.6061489670172255,3,3,0,0.1666666666666666,1.089693727702599,0.0014994033279951,4.837664021199211,1.190669587979604,6.573126875754332,0.95134170233632,28.672991865230674,6.264319793605703,0.0,0,0,0,2.9,1,3,0.4358898943540673,2.85,1,3,0.4769696007084728,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2081764367957342,0,0,0.1985152433458726
XGBRegressor,5,6911,1383,1382,0.4,4.80397173451033,4.26917510853835,5.426917510853835,0.3930246402058069,4.80397173451033,4.26917510853835,5.426917510853835,0.3930246402058069,2,2,0,0.5,0.9615689813146828,0.0,4.52703652612064,1.502253314905161,5.880744386471266,1.1888264599716691,24.915810652344284,7.98210993930401,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3758314935959759,0,0,0.0
XGBRegressor,5,20736,4148,4147,0.3999999999999999,5.107046048089509,4.702194357366771,5.40149505666747,0.3064418741641628,5.107046048089509,4.702194357366771,5.40149505666747,0.3064418741641628,3,3,0,0.1666666666666666,1.261356476552131,0.0084220628656081,4.513520236112807,1.2099727529910471,7.024411785386235,1.1961261661634284,23.52870668204599,6.060013803347119,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2166082089047067,0,0,0.0
XGBRegressor,10,20731,2074,2073,0.3,5.248174048390916,4.72744814278823,5.981669078630005,0.3671788094629926,5.248174048390916,4.72744814278823,5.981669078630005,0.3671788094629926,4,4,0,0.1666666666666666,1.1249832487372395,2.439295982804881e-05,4.566617080296295,1.1378617580041024,5.782688309955548,0.0784335608596062,24.94841649503961,5.76505302945248,0.0,0,0,0,3.2,3,4,0.3999999999999999,3.1,3,4,0.3,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.195885317938796,0,0,0.0
XGBRegressor,15,20731,1383,1382,0.2494438257849294,4.9056822926313215,3.762662807525326,5.861070911722142,0.5109601483038788,4.9056822926313215,3.762662807525326,5.861070911722142,0.5109601483038788,3,3,0,0.1666666666666666,1.4393201963998503,0.039424222226152,4.8181742714778215,1.2636530127691166,8.257520929967024,1.1784039082422475,29.16213526853494,6.56778882207867,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1885721151814956,0,0,0.0
XGBRegressor,20,20721,1037,1036,0.2179449471770336,5.086611959803859,3.7644787644787647,6.370656370656371,0.6488921986823593,5.086611959803859,3.7644787644787647,6.370656370656371,0.6488921986823593,4,4,0,0.1666666666666666,1.5867614123658462,0.0023645172213005,4.886647458546998,1.0747005523975257,8.996366546134633,1.230189262181976,31.32106851443752,5.786320001192903,0.0,0,0,0,3.85,1,4,0.6538348415311012,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1878115159852537,0,0,0.1985152433458726
HUBERREGRESSOR,5,4606,922,921,0.4,5.253979805973419,4.451682953311618,6.080347448425624,0.608478233093146,5.253979805973419,4.451682953311618,6.080347448425624,0.608478233093146,2,2,0,0.5,0.0193337192659876,0.0064569623554477,0.0531965672761691,0.0111868235649307,1.235235563612454,1.198999335171493,1.3283928398749991,0.0336738052650231,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5976705094022824,0,0,0.0
XGBRegressor,5,5760,1152,1152,0.0,5.121527777777778,4.861111111111112,5.555555555555555,0.2689571768199592,5.121527777777778,4.861111111111112,5.555555555555555,0.2689571768199592,3,3,0,1.0,0.4421821628630851,0.002314605360455,2.940737427458592,0.5073406071420464,1.3989929466926936,0.1931249972911772,8.017184703632328,1.4792186602625637,0.0,0,0,0,1.8,1,3,0.7483314773547883,2.0,2,2,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.6607516734831138,0,0,0.6730116670092565
XGBRegressor,5,6336,1268,1267,0.4,5.192486287437226,4.183109707971586,6.077348066298343,0.6414165829110657,5.192486287437226,4.183109707971586,6.077348066298343,0.6414165829110657,3,3,0,1.0,0.2355650426254688,0.0015860168776205,1.5374379622461902,0.2842215818490552,0.8807157156759068,0.0367900818917772,1.54790924628485,0.110318105185145,0.0,0,0,0,2.0,1,3,0.6324555320336759,2.2,2,3,0.3999999999999999,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.6592411939869347,0,0,0.6730116670092565
XGBRegressor,5,6911,1383,1382,0.4000000000000001,5.078914626961878,4.558610709117222,6.150506512301012,0.5691022294871789,5.078914626961878,4.558610709117222,6.150506512301012,0.5691022294871789,2,2,0,0.5,0.0215984770575406,0.0043497249271297,0.1144402528278491,0.0272193411002632,1.1915424730476627,0.7783774246456954,1.316353432157548,0.084475444374458,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5948493669823532,0,0,0.0
LinearSVR,5,31101,6221,6220,0.3999999999999999,5.025565828014334,4.501607717041801,5.434083601286174,0.3218605462375907,5.025565828014334,4.501607717041801,5.434083601286174,0.3218605462375907,4,4,0,0.1666666666666666,0.039275838409777,9.4737794336853e-05,0.1375253284486614,0.021892026392552,1.1111937493342217,0.811010192647375,1.2539201283209522,0.0842703068294526,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.3348202364599654,0,0,0.0
LinearSVR,10,31101,3111,3110,0.3,4.958048455795792,4.501607717041801,5.530546623794212,0.3502272942020428,4.958048455795792,4.501607717041801,5.530546623794212,0.3502272942020428,3,3,0,0.1666666666666666,0.0345257407609352,0.0004918315495738,0.0812507753709553,0.0078554954660566,1.1989428980481311,0.7902296719760669,1.2826120491019215,0.0623480235251634,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.31928179515826,0,0,0.0
HUBERREGRESSOR,15,31096,2074,2073,0.2494438257849294,5.058542249984223,4.293294741919923,5.643994211287988,0.396337010201285,5.058542249984223,4.293294741919923,5.643994211287988,0.396337010201285,3,3,0,0.1666666666666666,0.0547889298187694,0.0023301016420787,0.1589357269573061,0.018007373434598,1.1955379607670218,0.7830330845552371,1.326062161543139,0.0782294615296165,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3135244061253355,0,0,0.0
HUBERREGRESSOR,20,31101,1556,1555,0.2179449471770337,4.977334909364435,4.051446945337621,5.787781350482315,0.5057416894470332,4.977334909364435,4.051446945337621,5.787781350482315,0.5057416894470332,3,3,0,0.1666666666666666,0.0348656882021956,0.0028045165728616,0.1971697206524755,0.0217502874608983,1.2221850439090731,0.842597604502493,1.306749071662071,0.0446556332301838,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2953778617771392,0,0,0.0
HUBERREGRESSOR,5,38016,7604,7603,0.3999999999999999,4.9584309551941175,4.642904116796002,5.247238295633877,0.2453388738766961,4.9584309551941175,4.642904116796002,5.247238295633877,0.2453388738766961,4,4,0,0.1666666666666666,0.0934632033958783,0.0027674439072744,0.281371833355066,0.0626636203606673,0.8859049939866377,0.3814654861097306,1.223817847406878,0.1708083776715165,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2938497627311998,0,0,0.0
HUBERREGRESSOR,10,38011,3802,3801,0.3,4.964350171699604,4.525124967113917,5.524861878453039,0.3163381599660463,4.964350171699604,4.525124967113917,5.524861878453039,0.3163381599660463,4,4,0,0.1666666666666666,0.1020879039364788,0.0025918786478606,0.3399377240021156,0.055549806054995,0.9227799347590012,0.1618416722946114,1.2496087056155845,0.1934984458443592,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2814204044531595,0,0,0.0
HUBERREGRESSOR,15,38011,2535,2534,0.2494438257849294,5.014340148211802,4.41988950276243,5.998421468034728,0.3989684785007781,5.014340148211802,4.41988950276243,5.998421468034728,0.3989684785007781,4,4,0,0.1666666666666666,0.1156563496474336,0.0006490148554511,0.4526242978685653,0.0646197736606612,0.8758227716941432,0.1004792662497364,1.275136442114024,0.2022941694947679,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2799732782635128,0,0,0.0
HUBERREGRESSOR,20,38001,1901,1900,0.2179449471770337,4.952512528032337,4.2105263157894735,6.105263157894736,0.4561878078436007,4.952512528032337,4.2105263157894735,6.105263157894736,0.4561878078436007,4,4,0,0.1666666666666666,0.1179148618811817,0.0027635294662372,0.3549459513018394,0.0614884626236427,0.8678778322459367,0.0993854222010841,1.2617346698919876,0.2075124639916179,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.2668489159512447,0,0,0.0
XGBRegressor,5,7006,1402,1401,0.4,5.1097595868449375,3.783012134189864,6.134094151212553,0.8393691035134924,5.1097595868449375,3.783012134189864,6.134094151212553,0.8393691035134924,3,3,0,1.0,0.325059756825824,0.0043197454735556,2.113047512950011,0.3748291765259243,1.1457460331448328,0.2933587149735732,3.241006117685765,0.4149025113228543,0.0,0,0,0,1.6,1,2,0.4898979485566356,2.0,2,2,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.6406107305125048,0,0,0.6730116670092565
XGBRegressor,5,10366,2074,2073,0.3999999999999999,4.977803889936321,4.534491075735649,5.258080077182827,0.2834399042890757,4.977803889936321,4.534491075735649,5.258080077182827,0.2834399042890757,2,2,0,0.1666666666666666,0.0398725083493549,0.0234791323948322,0.0454277208360658,0.0038479827880292,1.3204158755413151,1.2115653338323058,1.4434617251210076,0.0077011079720763,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.363849421932134,0,0,0.0
XGBRegressor,10,10361,1037,1036,0.3,4.999553210739324,3.474903474903475,6.081081081081082,0.717119569098219,4.999553210739324,3.474903474903475,6.081081081081082,0.717119569098219,2,2,0,0.1666666666666666,0.0345679726666796,0.000515836046905,0.0583811188459036,0.0066554522378749,1.325158813734422,1.230189262181976,1.4380477607966191,0.0088239119305522,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3513749267125899,0,0,0.0
LinearSVR,5,14016,2804,2803,0.3999999999999999,5.015687797311115,4.816268283981449,5.208704958972529,0.1398691753905094,5.015687797311115,4.816268283981449,5.208704958972529,0.1398691753905094,2,2,0,0.5,0.427178970752736,0.0050009365623522,1.72905882296249,0.491786352696603,1.342369623772751,0.2577941042345348,2.9320761048875568,0.3455608260901783,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4314933046121958,0,0,0.0
XGBRegressor,10,14011,1402,1401,0.3,4.953207460332491,4.425410421127766,5.567451820128479,0.3579184743134065,4.953207460332491,4.425410421127766,5.567451820128479,0.3579184743134065,2,2,0,0.5,0.5646199256664935,0.0014314893043288,4.439715068096112,1.1573254713177294,3.0922413004922147,0.1804215653764331,22.969217373897976,5.780988615610736,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4364164343550672,0,0,0.0
XGBRegressor,15,14011,935,934,0.2494438257849293,5.060296884959941,4.068522483940043,6.102783725910064,0.6198482180682772,5.060296884959941,4.068522483940043,6.102783725910064,0.6198482180682772,2,2,0,0.5,0.5994415681328029,0.0002374496671804,4.882498298571795,1.233861623075454,3.592229254141377,0.0859291746371972,30.442740367821163,6.935100603764667,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4185991500691749,0,0,0.0
XGBRegressor,5,6911,1383,1382,0.4000000000000001,4.832747869781186,4.413892908827786,5.712219812002893,0.4705096280525244,4.832747869781186,4.413892908827786,5.712219812002893,0.4705096280525244,2,2,0,0.1666666666666666,0.0653089493853718,0.0536730024856425,0.0908557382205859,0.0064967309509186,1.2943724831477224,1.1786565719608746,1.4138270240115791,0.0015158147150764,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3451489754091478,0,0,0.0
XGBRegressor,5,34560,6912,6912,0.0,4.988425925925926,4.557291666666666,5.80150462962963,0.4311633876563284,4.988425925925926,4.557291666666666,5.80150462962963,0.4311633876563284,5,5,0,0.1666666666666666,1.036581477443741,0.000228329091515,4.404308179405703,0.7010906174538364,3.983796896644469,0.0471187161304293,22.35142388939846,3.614613989906544,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.1942307966929668,0,0,0.0
XGBRegressor,10,34560,3456,3456,0.0,4.991319444444445,4.427083333333334,6.13425925925926,0.4568186748798304,4.991319444444445,4.427083333333334,6.13425925925926,0.4568186748798304,5,5,0,0.1666666666666666,1.0712617969809903,0.0004518013522812,4.391058436849802,0.7982381728703091,4.355738562480966,0.0234379038600209,22.355618969433348,4.379031488220692,0.0,0,0,0,4.5,4,5,0.5,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1803147723392171,0,0,0.0
XGBRegressor,15,34560,2304,2304,0.0,4.994212962962963,4.253472222222222,6.423611111111111,0.6006682405260093,4.994212962962963,4.253472222222222,6.423611111111111,0.6006682405260093,4,4,0,0.1666666666666666,1.0721016486072268,0.0001473038414088,4.533598143523216,0.9036092154245836,5.073781490129901,0.1488593568491185,23.93025706693202,4.562352828712377,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3.0,3,3,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.1810699461132452,0,0,0.0
XGBRegressor,20,34560,1728,1728,0.0,4.913194444444445,3.587962962962963,6.365740740740741,0.673363475863944,4.913194444444445,3.587962962962963,6.365740740740741,0.673363475863944,4,4,0,0.1666666666666666,0.8849033006797195,0.0001315356945983,4.674804409643096,0.927707498286449,3.8389065461793135,0.0161381084247502,26.034448780471138,5.132731440140999,0.0,0,0,0,3.15,3,4,0.3570714214271425,3.1,3,4,0.3,4.0,4,4,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.1706459111785011,0,0,0.0
XGBRegressor,5,10366,2074,2073,0.3999999999999999,4.929648355748078,4.194792671166828,5.499276410998553,0.4938705055351374,4.929648355748078,4.194792671166828,5.499276410998553,0.4938705055351374,2,2,0,0.5,0.5645235029013741,0.0,4.470131289420683,1.2069017698019289,3.417746545180566,0.6109551336984356,23.265057926813093,6.151398807861321,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4753962018012536,0,0,0.0
XGBRegressor,10,10361,1037,1036,0.3,4.989947241634802,4.146576663452266,5.598455598455598,0.5364078190243845,4.989947241634802,4.146576663452266,5.598455598455598,0.5364078190243845,3,3,0,0.5,0.9597042551415732,0.0022925276757978,4.623225219062555,1.1449153242173196,5.633425397300277,0.5110549157043471,24.931424420950115,5.754515518888383,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4287600883204002,0,0,0.0
XGBRegressor,5,10366,2074,2073,0.3999999999999999,5.122507734796606,4.389773275446213,5.692233478051134,0.4997433004912691,5.122507734796606,4.389773275446213,5.692233478051134,0.4997433004912691,2,2,0,0.5,0.5764720057953131,0.0,4.653112033537229,1.2626118505548507,3.718509635744353,0.6145909967847039,26.21251487023097,6.981235656568026,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4778759397583266,0,0,0.0
XGBRegressor,10,10361,1037,1036,0.3,4.980183034667123,3.667953667953668,6.274131274131274,0.7236433607686358,4.980183034667123,3.667953667953668,6.274131274131274,0.7236433607686358,3,3,0,0.5,0.9811415510299224,0.000556428517204,4.759708671804559,1.1846449347780814,6.115869880175779,0.66852186888043,27.51846418933912,6.385845222538364,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.4261042883396899,0,0,0.0
LinearSVR,5,9216,1844,1843,0.4000000000000001,4.969639475390849,4.772234273318872,5.425935973955507,0.2492925870852088,4.969639475390849,4.772234273318872,5.425935973955507,0.2492925870852088,2,2,0,0.5,0.0158513135638062,0.0047614982626878,0.0494814357840349,0.0099714393064501,1.2384286307994048,1.201821805680724,1.300386138013932,0.0206696144634521,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5949689324447522,0,0,0.0
HUBERREGRESSOR,10,9211,922,921,0.3,5.13523921230578,4.446854663774404,6.080347448425624,0.622465336600398,5.13523921230578,4.446854663774404,6.080347448425624,0.622465336600398,2,2,0,0.5,0.0234443954013643,0.0043787128048455,0.1337088406381921,0.0254830342807918,1.223021092116085,0.8547542256164582,1.3446366812950683,0.0631833764080756,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.5889583196082726,0,0,0.0
HUBERREGRESSOR,5,13821,2765,2764,0.3999999999999999,4.86214648163026,4.486251808972503,5.135623869801085,0.2932194306106832,4.86214648163026,4.486251808972503,5.135623869801085,0.2932194306106832,2,2,0,0.1666666666666666,0.0173947772399353,0.007411498195567,0.0418507072156727,0.006657950930793,1.241316920203724,1.214479777387015,1.285015709720328,0.0100421124508223,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3156729682444322,0,0,0.0
HUBERREGRESSOR,10,13821,1383,1382,0.3,4.920002343947019,4.196816208393632,5.788712011577424,0.5766058335400802,4.920002343947019,4.196816208393632,5.788712011577424,0.5766058335400802,3,3,0,0.1666666666666666,0.0694681077336048,0.0580958436077009,0.0940826530785241,0.0069722153754619,1.206642894536295,0.8490045856712753,1.3004067946443107,0.0443628698487762,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3006189482919742,0,0,0.0
HUBERREGRESSOR,15,13816,922,921,0.2494438257849294,4.943477608905408,3.691639522258415,6.514657980456026,0.7588765034120007,4.943477608905408,3.691639522258415,6.514657980456026,0.7588765034120007,3,3,0,0.1666666666666666,0.0834649223381561,0.0236716870891678,0.1573827400876985,0.0122354636050636,1.2332467909769624,0.7536405133094055,1.3461228342100695,0.0560122069035105,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2.0,2,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.2719965283674474,0,0,0.0
XGBRegressor,5,6911,1383,1382,0.4000000000000001,5.1801438388201575,4.703328509406656,6.150506512301012,0.51284088536533,5.1801438388201575,4.703328509406656,6.150506512301012,0.51284088536533,2,2,0,0.1666666666666666,0.0631133531866848,0.0508513073269469,0.0748266353752253,0.0032575537261624,1.2925635371194013,1.1786565719608746,1.418350606142306,0.0063061463409451,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1.0,1,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.3477732095321363,0,0,0.0
